CT2

"Filial";"Data Lcto";"Numero Lote";"Sub Lote";"Numero Doc";"Numero Linha";"Moeda Lancto";"Tipo Lcto";"Cta Debito";"Cta Credito";"Dig Cont Deb";"Dig Cont Crd";"Valor";"Moedas Lanca";"Hist Pad";"Hist Lanc";"C Custo Deb";"C Custo Crd";"Item Debito";"Item Credito";"Cl Vlr Deb";"Cl Vlr Cred";"Ativ Deb";"Ativ Crd";"Empresa Orig";"Filial Orig";"Intercompany";"Ident IntCp";"Tipo do Sld";"Seq CTK";"Lcto Manual";"Origem";"Rotina";"Aglutinado";"Lanc Padrao";"Seq Historic";"Seq Auxiliar";"Data Venc";"Flag Sld Bas";"Dt Apuracao";"Data Conv.";"Taxa Conv.";"Valor Moeda1";"Valor Moeda2";"Valor Moeda3";"Valor Moeda4";"Valor Moeda5";"Crit. Conver";"Crit Conv";"Key";"Correlativo";"Data Rastrea";"Seq Chv Unic";"Status Conf.";"Obs Conf";"Usuario Conf";"Data Conf";"Hora Conf";"Tps Saldos";"Status Copia";"Cod.Partic.";"Nro Diario";"Cod. Diario";"Cód. Fornec.";"Cód. Cliente";"Ativ.01 DB";"Ativ.01 CR";"Ativ.02 DB";"Ativ.02 CR";"Ativ.03 DB";"Ativ.03 CR";"Ativ.04 DB";"Ativ.04 CR";"Control.Sald";"Moed fato DB";"Moed fato CR";"Log de Inclu";"Log de Alter";"Sequencial";"Grupo";"Lanc";"Id. Concilia";"Estorno/Canc";"Incons. Cont";"Cod Processo";"Campo UUID"
"";"09/01/2025";"008820";"001";"000009";"012";"01";"Cont.Hist";"";"";"";"";"0";"";"";"LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003845";"2";"THREE.SILVIA - 610.003";"CTBANFS";"2";"610";"002";"006";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004085FL1000172019000008                       02";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"38B7E35E-551E-49A3-BDF5-0C9B065B3A98"
"";"09/01/2025";"008820";"001";"000009";"013";"01";"Partida Dobrada";"1102010101";"3101010101";"";"";"412,4";"";"";"REF. VENDA NF 000004085 - JCB DO BRASIL";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003845";"2";"THREE.SILVIA - 610.001";"CTBANFS";"2";"610";"001";"007";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"412,4";"0";"0";"0";"0";"Diaria";"";"101000004085FL1000172019000008                       03";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"6C7D5F7C-78AD-4498-8474-BEC0471388B4"
"";"09/01/2025";"008820";"001";"000009";"014";"01";"Cont.Hist";"";"";"";"";"0";"";"";"LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003845";"2";"THREE.SILVIA - 610.001";"CTBANFS";"2";"610";"002";"007";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004085FL1000172019000008                       03";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"422E00E3-7C9B-4EB9-A050-E60078AB4C2A"
"";"09/01/2025";"008820";"001";"000009";"015";"01";"Partida Dobrada";"4101010101";"2101040101";"";"";"2,68";"";"";"REF PIS NF 000004085 - JCB DO BRASIL LTD";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003845";"2";"THREE.SILVIA - 610.002";"CTBANFS";"2";"610";"001";"008";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"2,68";"0";"0";"0";"0";"Diaria";"";"101000004085FL1000172019000008                       03";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"0166DF79-8642-4193-A1B9-2925A886386A"
"";"09/01/2025";"008820";"001";"000009";"016";"01";"Cont.Hist";"";"";"";"";"0";"";"";"A";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003845";"2";"THREE.SILVIA - 610.002";"CTBANFS";"2";"610";"002";"008";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004085FL1000172019000008                       03";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"A39C82B0-CC35-4660-88DF-B9C97B01714B"
"";"09/01/2025";"008820";"001";"000009";"017";"01";"Partida Dobrada";"4101010102";"2101040102";"";"";"12,37";"";"";"REF COFINS NF 000004085 - JCB DO BRASIL";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003845";"2";"THREE.SILVIA - 610.003";"CTBANFS";"2";"610";"001";"009";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"12,37";"0";"0";"0";"0";"Diaria";"";"101000004085FL1000172019000008                       03";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"8D7CC4FE-AA47-49FB-AE67-2D7DAFA40D12"
"";"09/01/2025";"008820";"001";"000009";"018";"01";"Cont.Hist";"";"";"";"";"0";"";"";"LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003845";"2";"THREE.SILVIA - 610.003";"CTBANFS";"2";"610";"002";"009";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004085FL1000172019000008                       03";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"DCC513FA-8527-4814-84C8-897FD034B40E"
"";"09/01/2025";"008820";"001";"000009";"019";"01";"Partida Dobrada";"1102010101";"3101010101";"";"";"5235,48";"";"";"REF. VENDA NF 000004085 - JCB DO BRASIL";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003845";"2";"THREE.SILVIA - 610.001";"CTBANFS";"2";"610";"001";"010";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"5235,48";"0";"0";"0";"0";"Diaria";"";"101000004085FL1000172019000008                       04";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"91189AEF-7733-4899-A2CC-83263724606E"
"";"09/01/2025";"008820";"001";"000009";"020";"01";"Cont.Hist";"";"";"";"";"0";"";"";"LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003845";"2";"THREE.SILVIA - 610.001";"CTBANFS";"2";"610";"002";"010";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004085FL1000172019000008                       04";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"69221756-39C0-4D79-BF56-2073380F0AE7"
"";"09/01/2025";"008820";"001";"000009";"021";"01";"Partida Dobrada";"4101010101";"2101040101";"";"";"34,03";"";"";"REF PIS NF 000004085 - JCB DO BRASIL LTD";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003845";"2";"THREE.SILVIA - 610.002";"CTBANFS";"2";"610";"001";"011";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"34,03";"0";"0";"0";"0";"Diaria";"";"101000004085FL1000172019000008                       04";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"33353CD7-71D0-4212-AC5B-3E2C3E5D4483"
"";"09/01/2025";"008820";"001";"000009";"022";"01";"Cont.Hist";"";"";"";"";"0";"";"";"A";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003845";"2";"THREE.SILVIA - 610.002";"CTBANFS";"2";"610";"002";"011";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004085FL1000172019000008                       04";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"73B86767-19F2-4608-AED5-F84AF285112E"
"";"09/01/2025";"008820";"001";"000009";"023";"01";"Partida Dobrada";"4101010102";"2101040102";"";"";"157,07";"";"";"REF COFINS NF 000004085 - JCB DO BRASIL";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003845";"2";"THREE.SILVIA - 610.003";"CTBANFS";"2";"610";"001";"012";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"157,07";"0";"0";"0";"0";"Diaria";"";"101000004085FL1000172019000008                       04";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"5E471131-A33C-458C-94A9-784DBF9635CF"
"";"09/01/2025";"008820";"001";"000009";"024";"01";"Cont.Hist";"";"";"";"";"0";"";"";"LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003845";"2";"THREE.SILVIA - 610.003";"CTBANFS";"2";"610";"002";"012";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004085FL1000172019000008                       04";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"FB5538A9-B2D4-4DE1-B533-921BF423E9CF"
"";"09/01/2025";"008820";"001";"000010";"001";"01";"Partida Dobrada";"1102010101";"3101010101";"";"";"1412";"";"";"REF. VENDA NF 000004086 - JULIO ANDO E C";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003846";"2";"THREE.SILVIA - 610.001";"CTBANFS";"2";"610";"001";"001";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"1412";"0";"0";"0";"0";"Diaria";"";"101000004086FL1000142019000008                       01";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"2E4C0BAC-9278-432B-B0C6-9CD86B2E4A51"
"";"09/01/2025";"008820";"001";"000010";"002";"01";"Cont.Hist";"";"";"";"";"0";"";"";"IA LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003846";"2";"THREE.SILVIA - 610.001";"CTBANFS";"2";"610";"002";"001";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004086FL1000142019000008                       01";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"649AE1C2-2F31-45A2-AD8B-566682C38C68"
"";"09/01/2025";"008820";"001";"000010";"003";"01";"Partida Dobrada";"4101010101";"2101040101";"";"";"9,18";"";"";"REF PIS NF 000004086 - JULIO ANDO E CIA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003846";"2";"THREE.SILVIA - 610.002";"CTBANFS";"2";"610";"001";"002";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"9,18";"0";"0";"0";"0";"Diaria";"";"101000004086FL1000142019000008                       01";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"AE2956BE-D882-4D3F-96C3-C65D26129530"
"";"09/01/2025";"008820";"001";"000010";"004";"01";"Cont.Hist";"";"";"";"";"0";"";"";"LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003846";"2";"THREE.SILVIA - 610.002";"CTBANFS";"2";"610";"002";"002";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004086FL1000142019000008                       01";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"EA66C1A7-CAA9-4401-9E2E-033CF94A2735"
"";"09/01/2025";"008820";"001";"000010";"005";"01";"Partida Dobrada";"4101010102";"2101040102";"";"";"42,36";"";"";"REF COFINS NF 000004086 - JULIO ANDO E C";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003846";"2";"THREE.SILVIA - 610.003";"CTBANFS";"2";"610";"001";"003";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"42,36";"0";"0";"0";"0";"Diaria";"";"101000004086FL1000142019000008                       01";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"E3A35D2A-36EE-4025-8D70-1FE786A4DFCD"
"";"09/01/2025";"008820";"001";"000010";"006";"01";"Cont.Hist";"";"";"";"";"0";"";"";"IA LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003846";"2";"THREE.SILVIA - 610.003";"CTBANFS";"2";"610";"002";"003";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004086FL1000142019000008                       01";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"8CE68D22-D626-4DA6-ABDB-AE88CE76BB87"
"";"09/01/2025";"008820";"001";"000010";"007";"01";"Partida Dobrada";"1102010101";"3101010101";"";"";"430";"";"";"REF. VENDA NF 000004086 - JULIO ANDO E C";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003846";"2";"THREE.SILVIA - 610.001";"CTBANFS";"2";"610";"001";"004";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"430";"0";"0";"0";"0";"Diaria";"";"101000004086FL1000142019000008                       02";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"63910A79-4019-4EC5-B9C0-26AEC3C3F5CF"
"";"09/01/2025";"008820";"001";"000010";"008";"01";"Cont.Hist";"";"";"";"";"0";"";"";"IA LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003846";"2";"THREE.SILVIA - 610.001";"CTBANFS";"2";"610";"002";"004";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004086FL1000142019000008                       02";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"3AD88BB2-88C4-484D-BFF1-47D5341302DE"
"";"09/01/2025";"008820";"001";"000010";"009";"01";"Partida Dobrada";"4101010101";"2101040101";"";"";"2,79";"";"";"REF PIS NF 000004086 - JULIO ANDO E CIA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003846";"2";"THREE.SILVIA - 610.002";"CTBANFS";"2";"610";"001";"005";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"2,79";"0";"0";"0";"0";"Diaria";"";"101000004086FL1000142019000008                       02";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"395B9C1F-616C-4969-A80B-AA12441557DA"
"";"09/01/2025";"008820";"001";"000010";"010";"01";"Cont.Hist";"";"";"";"";"0";"";"";"LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003846";"2";"THREE.SILVIA - 610.002";"CTBANFS";"2";"610";"002";"005";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004086FL1000142019000008                       02";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"69768658-675D-4368-892A-4B3CEBA4D7C8"
"";"09/01/2025";"008820";"001";"000010";"011";"01";"Partida Dobrada";"4101010102";"2101040102";"";"";"12,9";"";"";"REF COFINS NF 000004086 - JULIO ANDO E C";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003846";"2";"THREE.SILVIA - 610.003";"CTBANFS";"2";"610";"001";"006";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"12,9";"0";"0";"0";"0";"Diaria";"";"101000004086FL1000142019000008                       02";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"7BA01CA9-49B3-4004-A0BC-8AC192213B82"
"";"09/01/2025";"008820";"001";"000010";"012";"01";"Cont.Hist";"";"";"";"";"0";"";"";"IA LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003846";"2";"THREE.SILVIA - 610.003";"CTBANFS";"2";"610";"002";"006";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004086FL1000142019000008                       02";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"B8F9D06A-E393-4706-AFFF-474A72976459"
"";"09/01/2025";"008820";"001";"000011";"001";"01";"Partida Dobrada";"1102010101";"3101010101";"";"";"1412";"";"";"REF. VENDA NF 000004087 - MASTER INDUSTR";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003847";"2";"THREE.SILVIA - 610.001";"CTBANFS";"2";"610";"001";"001";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"1412";"0";"0";"0";"0";"Diaria";"";"101000004087FL1000173019000008                       01";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"0235BC12-6C1B-4BD9-ABC9-D7B37BEDD89B"
"";"09/01/2025";"008820";"001";"000011";"002";"01";"Cont.Hist";"";"";"";"";"0";"";"";"IAL E COMERCIO LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003847";"2";"THREE.SILVIA - 610.001";"CTBANFS";"2";"610";"002";"001";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004087FL1000173019000008                       01";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"A48B09D5-99B4-4092-BD7B-98B4384B624C"
"";"09/01/2025";"008820";"001";"000011";"003";"01";"Partida Dobrada";"4101010101";"2101040101";"";"";"9,18";"";"";"REF PIS NF 000004087 - MASTER INDUSTRIAL";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003847";"2";"THREE.SILVIA - 610.002";"CTBANFS";"2";"610";"001";"002";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"9,18";"0";"0";"0";"0";"Diaria";"";"101000004087FL1000173019000008                       01";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"6D205D5C-196A-450C-8B98-66346235EF49"
"";"09/01/2025";"008820";"001";"000011";"004";"01";"Cont.Hist";"";"";"";"";"0";"";"";"E COMERCIO LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003847";"2";"THREE.SILVIA - 610.002";"CTBANFS";"2";"610";"002";"002";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004087FL1000173019000008                       01";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"EE26BBFD-2D1C-421B-81B4-7F2391F93BF1"
"";"09/01/2025";"008820";"001";"000011";"005";"01";"Partida Dobrada";"4101010102";"2101040102";"";"";"42,36";"";"";"REF COFINS NF 000004087 - MASTER INDUSTR";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003847";"2";"THREE.SILVIA - 610.003";"CTBANFS";"2";"610";"001";"003";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"42,36";"0";"0";"0";"0";"Diaria";"";"101000004087FL1000173019000008                       01";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"B542F35B-084F-4F2C-B163-43EFE19EDC6B"
"";"09/01/2025";"008820";"001";"000011";"006";"01";"Cont.Hist";"";"";"";"";"0";"";"";"IAL E COMERCIO LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003847";"2";"THREE.SILVIA - 610.003";"CTBANFS";"2";"610";"002";"003";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004087FL1000173019000008                       01";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"582F9A13-BF17-4243-B430-7E4091BBD79A"
"";"09/01/2025";"008820";"001";"000011";"007";"01";"Partida Dobrada";"1102010101";"3101010101";"";"";"420";"";"";"REF. VENDA NF 000004087 - MASTER INDUSTR";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003847";"2";"THREE.SILVIA - 610.001";"CTBANFS";"2";"610";"001";"004";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"420";"0";"0";"0";"0";"Diaria";"";"101000004087FL1000173019000008                       02";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"1ED25D1B-85FA-4F28-BFE1-0D36CA1A11FF"
"";"09/01/2025";"008820";"001";"000011";"008";"01";"Cont.Hist";"";"";"";"";"0";"";"";"IAL E COMERCIO LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003847";"2";"THREE.SILVIA - 610.001";"CTBANFS";"2";"610";"002";"004";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004087FL1000173019000008                       02";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"740AA8FC-BEDB-4265-906E-94D621AA1807"
"";"09/01/2025";"008820";"001";"000011";"009";"01";"Partida Dobrada";"4101010101";"2101040101";"";"";"2,73";"";"";"REF PIS NF 000004087 - MASTER INDUSTRIAL";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003847";"2";"THREE.SILVIA - 610.002";"CTBANFS";"2";"610";"001";"005";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"2,73";"0";"0";"0";"0";"Diaria";"";"101000004087FL1000173019000008                       02";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"8C58BA9D-DBC9-4BF1-8E43-BFA310B8C311"
"";"09/01/2025";"008820";"001";"000011";"010";"01";"Cont.Hist";"";"";"";"";"0";"";"";"E COMERCIO LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003847";"2";"THREE.SILVIA - 610.002";"CTBANFS";"2";"610";"002";"005";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004087FL1000173019000008                       02";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"C1FEF2A8-8CDE-4963-8529-5535B9C2979A"
"";"09/01/2025";"008820";"001";"000011";"011";"01";"Partida Dobrada";"4101010102";"2101040102";"";"";"12,6";"";"";"REF COFINS NF 000004087 - MASTER INDUSTR";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003847";"2";"THREE.SILVIA - 610.003";"CTBANFS";"2";"610";"001";"006";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"12,6";"0";"0";"0";"0";"Diaria";"";"101000004087FL1000173019000008                       02";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"6D5FC198-9905-402E-9832-5459E9BD877B"
"";"09/01/2025";"008820";"001";"000011";"012";"01";"Cont.Hist";"";"";"";"";"0";"";"";"IAL E COMERCIO LTDA";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003847";"2";"THREE.SILVIA - 610.003";"CTBANFS";"2";"610";"002";"006";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"0";"0";"0";"0";"0";"";"";"101000004087FL1000173019000008                       02";"";"09/01/2025";"";"";"";"";"  /  /    ";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"55774905-EBA2-4BEC-A1EB-CC412EC713C7"
"";"09/01/2025";"008820";"001";"000012";"001";"01";"Partida Dobrada";"1102010101";"3101010101";"";"";"1386";"";"";"REF. VENDA NF 000004088 - MULTILONAS COM";"";"";"";"";"";"";"";"";"02";"101";"";"";"1";"0003003848";"2";"THREE.SILVIA - 610.001";"CTBANFS";"2";"610";"001";"001";"  /  /    ";"";"  /  /    ";"  /  /    ";"0";"1386";"0";"0";"0";"0";"Diaria";"";"101000004088FL1000168019000008                       01";"";"09/01/2025";"";"";"";"";"  /  /    ";"";";1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0#  9@< 90n 609";"";"";"";"";"";"";"2";"";"403FE97B-8FD8-4343-A058-F2847E39BC67"
